Location,Role,VendorID,InvoiceValue,Resource,StartTimestamp,EndTimestamp,CaseId,ActivityName,TotalStepTime(minutes),EstimatedProcessingTime(minutes),new_StartTimestamp,Column1
"San Francisco, USA",start,Vendor2,2495.13,Aiden,2/08/2022 9:51:27,2/08/2022 9:51:27,116,start,0,0,2/08/2022 9:51:27,0%
"San Francisco, USA",Invoice Processor,Vendor2,2495.13,Aiden,2/08/2022 11:34:49,2/08/2022 13:16:44,116,Confirm Payment Received,101.92,37.47,2/08/2022 12:39:16,37%
"Seattle, USA",Invoice Processor,Vendor1,1056.85,Riley,12/08/2022 9:54:20,12/08/2022 10:30:54,117,Credit Memo Entry,36.56,13.44,12/08/2022 10:17:27,37%
"Seattle, USA",Invoice Processor,Vendor1,1056.85,Riley,12/08/2022 10:30:54,12/08/2022 11:58:40,117,Refund Customer,87.77,32.27,12/08/2022 11:26:24,37%
"Seattle, USA",Invoice Processor,Vendor1,1056.85,Riley,11/08/2022 16:22:55,11/08/2022 17:59:15,117,Invoice Entry,96.33,35.42,11/08/2022 17:23:50,37%
"Seattle, USA",Invoice Processor,Vendor1,1056.85,Riley,12/08/2022 11:58:40,12/08/2022 12:14:47,117,Re-issuing the invoice,16.11,5.92,12/08/2022 12:08:51,37%
"Seattle, USA",Invoice Processor,Vendor1,1056.85,Riley,11/08/2022 17:59:15,11/08/2022 18:54:20,117,Check Customer Payment,55.09,20.25,11/08/2022 18:34:05,37%
"Seattle, USA",start,Vendor1,1056.85,Riley,11/08/2022 16:22:55,11/08/2022 16:22:55,117,start,0,0,11/08/2022 16:22:55,0%
"San Francisco, USA",Invoice Approver,Vendor2,2070.32,Jackie,2/08/2022 10:38:34,2/08/2022 14:02:54,118,Complete the Customer Memo,204.34,23.6,2/08/2022 13:39:18,12%
"San Francisco, USA",Invoice Processor,Vendor2,2070.32,Aiden,3/08/2022 12:26:05,3/08/2022 13:21:30,118,Re-issuing the invoice,55.42,20.37,3/08/2022 13:01:08,37%
"San Francisco, USA",Invoice Processor,Vendor2,2070.32,Aiden,1/08/2022 9:03:48,1/08/2022 10:55:33,118,Invoice Entry,111.75,41.08,1/08/2022 10:14:28,37%
"San Francisco, USA",Invoice Processor,Vendor2,2070.32,Aiden,3/08/2022 11:15:25,3/08/2022 12:26:05,118,Fill Credit Memo,70.66,25.98,3/08/2022 12:00:06,37%
"San Francisco, USA",Invoice Processor,Vendor2,2070.32,Aiden,3/08/2022 9:45:33,3/08/2022 11:15:25,118,Credit Memo Creation,89.88,33.04,3/08/2022 10:42:23,37%
"San Francisco, USA",Invoice Processor,Vendor2,2070.32,Aiden,1/08/2022 10:55:33,1/08/2022 12:29:16,118,Confirm Payment Received,93.71,34.45,1/08/2022 11:54:49,37%
"San Francisco, USA",Invoice Approver,Vendor2,2070.32,Jackie,1/08/2022 16:15:19,1/08/2022 19:43:01,118,Reject Invoice,207.71,23.99,1/08/2022 19:19:02,12%
"San Francisco, USA",Invoice Processor,Vendor2,2070.32,Aiden,2/08/2022 9:43:01,2/08/2022 10:38:34,118,Refund With Standard Voucher,55.54,20.42,2/08/2022 10:18:09,37%
"San Francisco, USA",Invoice Approver,Vendor2,2070.32,Jackie,2/08/2022 14:02:54,2/08/2022 18:45:33,118,Approve Invoice,282.64,32.64,2/08/2022 18:12:54,12%
"San Francisco, USA",start,Vendor2,2070.32,Aiden,1/08/2022 9:03:48,1/08/2022 9:03:48,118,start,0,0,1/08/2022 9:03:48,0%
"San Francisco, USA",Invoice Approver,Vendor2,2070.32,Jackie,1/08/2022 14:08:35,1/08/2022 16:15:19,118,Complete the Customer Memo,126.73,14.63,1/08/2022 16:00:41,12%
"San Francisco, USA",Invoice Processor,Vendor2,2070.32,Aiden,1/08/2022 12:29:16,1/08/2022 14:08:35,118,Refund With Standard Voucher,99.32,36.51,1/08/2022 13:32:04,37%
"San Diego, USA",start,Vendor2,531.85,Abbie,22/07/2022 9:13:04,22/07/2022 9:13:04,119,start,0,0,22/07/2022 9:13:04,0%
"San Diego, USA",Invoice Approver,Vendor2,531.85,Jessie,26/07/2022 17:40:06,27/07/2022 2:50:38,119,Approve Invoice,550.54,63.57,27/07/2022 1:47:04,12%
"San Diego, USA",Invoice Processor,Vendor2,531.85,Abbie,27/07/2022 9:50:38,27/07/2022 16:55:43,119,Credit Memo Creation,425.08,156.28,27/07/2022 14:19:26,37%
"San Diego, USA",Invoice Processor,Vendor2,531.85,Abbie,28/07/2022 9:25:24,28/07/2022 15:32:50,119,Re-issuing the invoice,367.43,135.08,28/07/2022 13:17:45,37%
"San Diego, USA",Invoice Processor,Vendor2,531.85,Abbie,22/07/2022 17:38:07,23/07/2022 2:01:24,119,Confirm Payment Received,503.28,185.03,22/07/2022 22:56:22,37%
"San Diego, USA",Invoice Approver,Vendor2,531.85,Jessie,26/07/2022 9:02:31,26/07/2022 17:40:06,119,Complete the Customer Memo,517.57,59.77,26/07/2022 16:40:19,12%
"San Diego, USA",Invoice Processor,Vendor2,531.85,Abbie,25/07/2022 9:01:24,25/07/2022 22:02:31,119,Refund With Special Voucher,781.12,287.17,25/07/2022 17:15:21,37%
"San Diego, USA",Invoice Processor,Vendor2,531.85,Abbie,27/07/2022 16:55:43,28/07/2022 0:25:24,119,Fill Credit Memo,449.69,165.33,27/07/2022 21:40:04,37%
"San Diego, USA",Invoice Processor,Vendor2,531.85,Abbie,22/07/2022 9:13:04,22/07/2022 17:38:07,119,Invoice Entry,505.06,185.68,22/07/2022 14:32:27,37%
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,9/08/2022 17:45:30,9/08/2022 18:54:45,12,Credit Memo Entry,69.25,25.46,9/08/2022 18:29:18,37%
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,10/08/2022 9:54:45,10/08/2022 10:53:14,12,Refund Customer,58.48,21.5,10/08/2022 10:31:44,37%
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,9/08/2022 16:51:44,9/08/2022 17:45:30,12,Check Customer Payment,53.77,19.77,9/08/2022 17:25:44,37%
"Seattle, USA",start,Vendor3,4833.42,Riley,9/08/2022 15:36:13,9/08/2022 15:36:13,12,start,0,0,9/08/2022 15:36:13,0%
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,9/08/2022 15:36:13,9/08/2022 16:51:44,12,Invoice Entry,75.52,27.76,9/08/2022 16:23:58,37%
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,10/08/2022 10:53:14,10/08/2022 11:34:21,12,Re-issuing the invoice,41.12,15.12,10/08/2022 11:19:14,37%
"San Diego, USA",Invoice Processor,Vendor5,819.99,Abbie,25/07/2022 16:51:27,26/07/2022 0:09:33,120,Credit Memo Creation,438.1,161.06,25/07/2022 21:28:29,37%
"San Diego, USA",Invoice Processor,Vendor5,819.99,Abbie,26/07/2022 9:09:33,26/07/2022 14:13:08,120,Fill Credit Memo,303.58,111.61,26/07/2022 12:21:31,37%
"San Diego, USA",Invoice Processor,Vendor5,819.99,Abbie,21/07/2022 9:28:18,21/07/2022 15:48:56,120,Confirm Payment Received,380.63,139.94,21/07/2022 13:28:59,37%
"San Diego, USA",Invoice Processor,Vendor5,819.99,Abbie,21/07/2022 15:48:56,21/07/2022 20:13:50,120,Refund With Standard Voucher,264.91,97.39,21/07/2022 18:36:27,37%
"San Diego, USA",Invoice Approver,Vendor5,819.99,Jessie,25/07/2022 9:06:38,25/07/2022 16:51:27,120,Approve Invoice,464.81,53.67,25/07/2022 15:57:47,12%
"San Diego, USA",Invoice Processor,Vendor5,819.99,Abbie,26/07/2022 14:13:08,26/07/2022 19:48:15,120,Re-issuing the invoice,335.13,123.21,26/07/2022 17:45:03,37%
"San Diego, USA",Invoice Approver,Vendor5,819.99,Jessie,22/07/2022 9:13:50,22/07/2022 20:06:38,120,Complete the Customer Memo,652.8,75.38,22/07/2022 18:51:15,12%
"San Diego, USA",start,Vendor5,819.99,Abbie,20/07/2022 13:18:05,20/07/2022 13:18:05,120,start,0,0,20/07/2022 13:18:05,0%
"San Diego, USA",Invoice Processor,Vendor5,819.99,Abbie,20/07/2022 13:18:05,20/07/2022 21:28:18,120,Invoice Entry,490.21,180.22,20/07/2022 18:28:05,37%
"San Francisco, USA",Invoice Processor,Vendor2,2733.95,Aiden,8/08/2022 11:27:19,8/08/2022 13:00:26,121,Check Customer Payment,93.12,34.23,8/08/2022 12:26:12,37%
"San Francisco, USA",Invoice Processor,Vendor2,2733.95,Aiden,8/08/2022 9:55:37,8/08/2022 11:27:19,121,Invoice Entry,91.7,33.71,8/08/2022 10:53:36,37%
"San Francisco, USA",start,Vendor2,2733.95,Aiden,8/08/2022 9:55:37,8/08/2022 9:55:37,121,start,0,0,8/08/2022 9:55:37,0%
"San Francisco, USA",Invoice Processor,Vendor2,2733.95,Aiden,8/08/2022 17:31:46,8/08/2022 19:26:04,121,Re-issuing the invoice,114.3,42.02,8/08/2022 18:44:03,37%
"San Francisco, USA",Invoice Processor,Vendor2,2733.95,Aiden,8/08/2022 13:00:26,8/08/2022 14:49:08,121,Credit Memo Entry,108.69,39.96,8/08/2022 14:09:10,37%
"San Francisco, USA",Invoice Processor,Vendor2,2733.95,Aiden,8/08/2022 14:49:08,8/08/2022 17:31:46,121,Refund Customer,162.64,59.79,8/08/2022 16:31:59,37%
"San Francisco, USA",Invoice Processor,Vendor1,996.57,Aiden,22/07/2022 10:39:09,22/07/2022 12:05:03,122,Fill Credit Memo,85.91,31.58,22/07/2022 11:33:29,37%
"San Francisco, USA",Invoice Processor,Vendor1,996.57,Aiden,22/07/2022 9:27:48,22/07/2022 10:39:09,122,Credit Memo Creation,71.34,26.23,22/07/2022 10:12:55,37%
"San Francisco, USA",Invoice Processor,Vendor1,996.57,Aiden,21/07/2022 13:31:26,21/07/2022 14:25:25,122,Refund With Standard Voucher,53.99,19.85,21/07/2022 14:05:34,37%
"San Francisco, USA",Invoice Approver,Vendor1,996.57,Jackie,21/07/2022 16:01:14,21/07/2022 19:27:48,122,Approve Invoice,206.57,23.85,21/07/2022 19:03:57,12%
"San Francisco, USA",Invoice Processor,Vendor1,996.57,Aiden,21/07/2022 11:27:05,21/07/2022 13:31:26,122,Confirm Payment Received,124.35,45.72,21/07/2022 12:45:42,37%
"San Francisco, USA",Invoice Processor,Vendor1,996.57,Aiden,21/07/2022 9:53:01,21/07/2022 11:27:05,122,Invoice Entry,94.06,34.58,21/07/2022 10:52:30,37%
"San Francisco, USA",start,Vendor1,996.57,Aiden,21/07/2022 9:53:01,21/07/2022 9:53:01,122,start,0,0,21/07/2022 9:53:01,0%
"San Francisco, USA",Invoice Processor,Vendor1,996.57,Aiden,22/07/2022 12:05:03,22/07/2022 12:54:38,122,Re-issuing the invoice,49.57,18.22,22/07/2022 12:36:24,37%
"San Francisco, USA",Invoice Approver,Vendor1,996.57,Jackie,21/07/2022 14:25:25,21/07/2022 16:01:14,122,Complete the Customer Memo,95.82,11.06,21/07/2022 15:50:11,12%
"San Francisco, USA",Invoice Processor,Vendor1,1200.17,Aiden,28/07/2022 9:16:06,28/07/2022 10:16:33,123,Re-issuing the invoice,60.45,22.22,28/07/2022 9:54:20,37%
"San Francisco, USA",Invoice Processor,Vendor1,1200.17,Aiden,27/07/2022 13:07:18,27/07/2022 15:01:06,123,Invoice Entry,113.8,41.84,27/07/2022 14:19:16,37%
"San Francisco, USA",Invoice Processor,Vendor1,1200.17,Aiden,27/07/2022 16:14:50,27/07/2022 17:52:16,123,Credit Memo Entry,97.44,35.82,27/07/2022 17:16:27,37%
"San Francisco, USA",Invoice Processor,Vendor1,1200.17,Aiden,27/07/2022 15:01:06,27/07/2022 16:14:50,123,Check Customer Payment,73.72,27.1,27/07/2022 15:47:44,37%
"San Francisco, USA",Invoice Processor,Vendor1,1200.17,Aiden,27/07/2022 17:52:16,27/07/2022 19:16:06,123,Refund Customer,83.83,30.82,27/07/2022 18:45:17,37%
"San Francisco, USA",start,Vendor1,1200.17,Aiden,27/07/2022 13:07:18,27/07/2022 13:07:18,123,start,0,0,27/07/2022 13:07:18,0%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,11/08/2022 9:38:50,11/08/2022 13:15:06,124,Complete the Customer Memo,216.27,24.97,11/08/2022 12:50:08,12%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,9/08/2022 16:18:38,9/08/2022 17:26:14,124,Refund With Standard Voucher,67.6,24.85,9/08/2022 17:01:23,37%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,9/08/2022 13:31:08,9/08/2022 16:18:38,124,Reject Invoice,167.5,19.34,9/08/2022 15:59:18,12%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,8/08/2022 9:04:36,8/08/2022 10:29:39,124,Invoice Entry,85.05,31.27,8/08/2022 9:58:23,37%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,10/08/2022 12:49:47,10/08/2022 15:08:15,124,Complete the Customer Memo,138.47,15.99,10/08/2022 14:52:16,12%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,9/08/2022 10:56:47,9/08/2022 13:31:08,124,Complete the Customer Memo,154.35,17.82,9/08/2022 13:13:19,12%
"Seattle, USA",start,Vendor4,571.35,Riley,8/08/2022 9:04:36,8/08/2022 9:04:36,124,start,0,0,8/08/2022 9:04:36,0%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,11/08/2022 16:32:56,11/08/2022 17:10:30,124,Credit Memo Creation,37.57,13.81,11/08/2022 16:56:42,37%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,10/08/2022 12:11:51,10/08/2022 12:49:47,124,Refund With Standard Voucher,37.93,13.94,10/08/2022 12:35:51,37%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,8/08/2022 15:51:07,8/08/2022 18:38:09,124,Reject Invoice,167.03,19.29,8/08/2022 18:18:51,12%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,9/08/2022 17:26:14,9/08/2022 20:18:54,124,Complete the Customer Memo,172.66,19.94,9/08/2022 19:58:57,12%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,8/08/2022 10:29:39,8/08/2022 12:08:37,124,Confirm Payment Received,98.97,36.39,8/08/2022 11:32:14,37%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,10/08/2022 9:18:54,10/08/2022 12:11:51,124,Reject Invoice,172.96,19.97,10/08/2022 11:51:53,12%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,11/08/2022 9:06:02,11/08/2022 9:38:50,124,Refund With Standard Voucher,32.81,12.06,11/08/2022 9:26:47,37%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,8/08/2022 12:08:37,8/08/2022 12:44:42,124,Refund With Standard Voucher,36.09,13.27,8/08/2022 12:31:26,37%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,8/08/2022 12:44:42,8/08/2022 15:51:07,124,Complete the Customer Memo,186.41,21.53,8/08/2022 15:29:35,12%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,11/08/2022 17:49:41,11/08/2022 18:32:12,124,Re-issuing the invoice,42.52,15.63,11/08/2022 18:16:34,37%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,11/08/2022 13:15:06,11/08/2022 16:32:56,124,Approve Invoice,197.83,22.84,11/08/2022 16:10:06,12%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,9/08/2022 9:38:09,9/08/2022 10:56:47,124,Refund With Standard Voucher,78.64,28.91,9/08/2022 10:27:53,37%
"Seattle, USA",Invoice Approver,Vendor4,571.35,Addison,10/08/2022 15:08:15,10/08/2022 18:06:02,124,Reject Invoice,177.77,20.53,10/08/2022 17:45:30,12%
"Seattle, USA",Invoice Processor,Vendor4,571.35,Riley,11/08/2022 17:10:30,11/08/2022 17:49:41,124,Fill Credit Memo,39.17,14.4,11/08/2022 17:35:17,37%
"Seattle, USA",Invoice Processor,Vendor4,736.36,Riley,15/08/2022 17:41:04,15/08/2022 18:25:14,125,Credit Memo Creation,44.16,16.24,15/08/2022 18:09:00,37%
"Seattle, USA",Invoice Processor,Vendor4,736.36,Riley,12/08/2022 17:37:08,12/08/2022 18:48:09,125,Confirm Payment Received,71.02,26.11,12/08/2022 18:22:03,37%
"Seattle, USA",start,Vendor4,736.36,Riley,12/08/2022 16:32:40,12/08/2022 16:32:40,125,start,0,0,12/08/2022 16:32:40,0%
"Seattle, USA",Invoice Processor,Vendor4,736.36,Riley,15/08/2022 9:48:09,15/08/2022 10:41:59,125,Refund With Standard Voucher,53.83,19.79,15/08/2022 10:22:12,37%
"Seattle, USA",Invoice Approver,Vendor4,736.36,Addison,15/08/2022 10:41:59,15/08/2022 14:08:04,125,Complete the Customer Memo,206.08,23.8,15/08/2022 13:44:16,12%
"Seattle, USA",Invoice Approver,Vendor4,736.36,Addison,15/08/2022 14:08:04,15/08/2022 17:41:04,125,Approve Invoice,213.01,24.6,15/08/2022 17:16:28,12%
"Seattle, USA",Invoice Processor,Vendor4,736.36,Riley,16/08/2022 10:00:04,16/08/2022 10:27:31,125,Re-issuing the invoice,27.44,10.09,16/08/2022 10:17:25,37%
"Seattle, USA",Invoice Processor,Vendor4,736.36,Riley,16/08/2022 9:25:14,16/08/2022 10:00:04,125,Fill Credit Memo,34.84,12.81,16/08/2022 9:47:16,37%
"Seattle, USA",Invoice Processor,Vendor4,736.36,Riley,12/08/2022 16:32:40,12/08/2022 17:37:08,125,Invoice Entry,64.47,23.7,12/08/2022 17:13:26,37%
"San Diego, USA",Invoice Processor,Vendor2,464.75,Casey,1/08/2022 15:17:45,1/08/2022 22:30:40,126,Fill Credit Memo,432.92,159.16,1/08/2022 19:51:30,37%
"San Diego, USA",Invoice Approver,Vendor2,464.75,Jessie,29/07/2022 9:16:55,29/07/2022 19:53:45,126,Approve Invoice,636.84,73.54,29/07/2022 18:40:13,12%
"San Diego, USA",Invoice Processor,Vendor2,464.75,Casey,26/07/2022 9:10:52,26/07/2022 15:05:00,126,Invoice Entry,354.14,130.2,26/07/2022 12:54:48,37%
"San Diego, USA",Invoice Processor,Vendor2,464.75,Casey,27/07/2022 9:36:24,27/07/2022 20:20:18,126,Refund With Special Voucher,643.9,236.73,27/07/2022 16:23:34,37%
"San Diego, USA",Invoice Approver,Vendor2,464.75,Jessie,28/07/2022 9:20:18,28/07/2022 18:16:55,126,Complete the Customer Memo,536.62,61.97,28/07/2022 17:14:57,12%
"San Diego, USA",start,Vendor2,464.75,Casey,26/07/2022 9:10:52,26/07/2022 9:10:52,126,start,0,0,26/07/2022 9:10:52,0%
"San Diego, USA",Invoice Processor,Vendor2,464.75,Casey,1/08/2022 9:53:45,1/08/2022 15:17:45,126,Credit Memo Creation,323.99,119.11,1/08/2022 13:18:38,37%
"San Diego, USA",Invoice Processor,Vendor2,464.75,Casey,2/08/2022 9:30:40,2/08/2022 16:04:05,126,Re-issuing the invoice,393.42,144.64,2/08/2022 13:39:27,37%
"San Diego, USA",Invoice Processor,Vendor2,464.75,Casey,26/07/2022 15:05:00,26/07/2022 21:36:24,126,Confirm Payment Received,391.39,143.89,26/07/2022 19:12:30,37%
"San Francisco, USA",Invoice Processor,Vendor2,1929.69,Aiden,29/07/2022 12:53:55,29/07/2022 15:05:03,127,Credit Memo Entry,131.14,48.21,29/07/2022 14:16:51,37%
"San Francisco, USA",Invoice Processor,Vendor2,1929.69,Aiden,29/07/2022 15:05:03,29/07/2022 16:52:49,127,Refund Customer,107.76,39.62,29/07/2022 16:13:12,37%
"San Francisco, USA",Invoice Processor,Vendor2,1929.69,Aiden,29/07/2022 11:28:34,29/07/2022 12:53:55,127,Check Customer Payment,85.34,31.37,29/07/2022 12:22:33,37%
"San Francisco, USA",start,Vendor2,1929.69,Aiden,29/07/2022 9:40:00,29/07/2022 9:40:00,127,start,0,0,29/07/2022 9:40:00,0%
"San Francisco, USA",Invoice Processor,Vendor2,1929.69,Aiden,29/07/2022 9:40:00,29/07/2022 11:28:34,127,Invoice Entry,108.57,39.92,29/07/2022 10:48:39,37%
"San Francisco, USA",Invoice Processor,Vendor2,1929.69,Aiden,29/07/2022 16:52:49,29/07/2022 18:17:19,127,Re-issuing the invoice,84.5,31.07,29/07/2022 17:46:15,37%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,18/08/2022 12:59:37,18/08/2022 13:35:05,128,Refund With Standard Voucher,35.47,13.04,18/08/2022 13:22:03,37%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,17/08/2022 10:44:55,17/08/2022 14:09:49,128,Complete the Customer Memo,204.89,23.66,17/08/2022 13:46:09,12%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,18/08/2022 9:53:11,18/08/2022 12:59:37,128,Reject Invoice,186.43,21.53,18/08/2022 12:38:05,12%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,17/08/2022 17:41:33,17/08/2022 21:53:11,128,Complete the Customer Memo,251.63,29.06,17/08/2022 21:24:07,12%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,17/08/2022 17:00:23,17/08/2022 17:41:33,128,Refund With Standard Voucher,41.17,15.14,17/08/2022 17:26:25,37%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,16/08/2022 10:58:34,16/08/2022 15:36:39,128,Complete the Customer Memo,278.08,32.11,16/08/2022 15:04:32,12%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,17/08/2022 14:09:49,17/08/2022 17:00:23,128,Reject Invoice,170.57,19.7,17/08/2022 16:40:41,12%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,15/08/2022 17:34:16,15/08/2022 20:22:21,128,Reject Invoice,168.08,19.41,15/08/2022 20:02:57,12%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,15/08/2022 15:18:54,15/08/2022 17:34:16,128,Complete the Customer Memo,135.37,15.63,15/08/2022 17:18:39,12%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,18/08/2022 13:35:05,18/08/2022 17:35:07,128,Complete the Customer Memo,240.04,27.72,18/08/2022 17:07:24,12%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,19/08/2022 12:44:21,19/08/2022 13:45:28,128,Re-issuing the invoice,61.12,22.47,19/08/2022 13:23:00,37%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,19/08/2022 11:09:13,19/08/2022 12:44:21,128,Fill Credit Memo,95.14,34.98,19/08/2022 12:09:22,37%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,15/08/2022 14:08:48,15/08/2022 15:18:54,128,Refund With Standard Voucher,70.11,25.78,15/08/2022 14:53:07,37%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,17/08/2022 9:17:07,17/08/2022 10:44:55,128,Refund With Standard Voucher,87.81,32.28,17/08/2022 10:12:39,37%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,19/08/2022 9:44:47,19/08/2022 11:09:13,128,Credit Memo Creation,84.43,31.04,19/08/2022 10:38:10,37%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,16/08/2022 9:22:21,16/08/2022 10:58:34,128,Refund With Standard Voucher,96.21,35.37,16/08/2022 10:23:12,37%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,18/08/2022 17:35:07,18/08/2022 20:44:47,128,Approve Invoice,189.66,21.9,18/08/2022 20:22:53,12%
"San Francisco, USA",Invoice Approver,Vendor1,1109.71,Jackie,16/08/2022 15:36:39,16/08/2022 18:17:07,128,Reject Invoice,160.47,18.53,16/08/2022 17:58:35,12%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,15/08/2022 10:35:17,15/08/2022 12:15:41,128,Invoice Entry,100.4,36.91,15/08/2022 11:38:46,37%
"San Francisco, USA",start,Vendor1,1109.71,Aiden,15/08/2022 10:35:17,15/08/2022 10:35:17,128,start,0,0,15/08/2022 10:35:17,0%
"San Francisco, USA",Invoice Processor,Vendor1,1109.71,Aiden,15/08/2022 12:15:41,15/08/2022 14:08:48,128,Confirm Payment Received,113.11,41.58,15/08/2022 13:27:13,37%
"San Francisco, USA",Invoice Processor,Vendor2,1770.58,Aiden,15/08/2022 17:24:40,15/08/2022 19:18:54,129,Re-issuing the invoice,114.22,41.99,15/08/2022 18:36:54,37%
"San Francisco, USA",Invoice Processor,Vendor2,1770.58,Aiden,15/08/2022 14:36:49,15/08/2022 15:42:37,129,Credit Memo Entry,65.8,24.19,15/08/2022 15:18:26,37%
"San Francisco, USA",Invoice Processor,Vendor2,1770.58,Aiden,15/08/2022 10:55:17,15/08/2022 13:03:08,129,Invoice Entry,127.85,47,15/08/2022 12:16:08,37%
"San Francisco, USA",start,Vendor2,1770.58,Aiden,15/08/2022 10:55:17,15/08/2022 10:55:17,129,start,0,0,15/08/2022 10:55:17,0%
"San Francisco, USA",Invoice Processor,Vendor2,1770.58,Aiden,15/08/2022 13:03:08,15/08/2022 14:36:49,129,Check Customer Payment,93.69,34.44,15/08/2022 14:02:23,37%
"San Francisco, USA",Invoice Processor,Vendor2,1770.58,Aiden,15/08/2022 15:42:37,15/08/2022 17:24:40,129,Refund Customer,102.05,37.52,15/08/2022 16:47:09,37%
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,18/08/2022 12:20:45,18/08/2022 13:00:58,13,Credit Memo Entry,40.21,14.78,18/08/2022 12:46:11,37%
"Seattle, USA",start,Vendor2,2060.53,Riley,18/08/2022 10:20:50,18/08/2022 10:20:50,13,start,0,0,18/08/2022 10:20:50,0%
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,18/08/2022 10:20:50,18/08/2022 11:41:41,13,Invoice Entry,80.85,29.72,18/08/2022 11:11:58,37%
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,18/08/2022 13:56:37,18/08/2022 14:27:49,13,Re-issuing the invoice,31.2,11.47,18/08/2022 14:16:21,37%
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,18/08/2022 11:41:41,18/08/2022 12:20:45,13,Check Customer Payment,39.07,14.36,18/08/2022 12:06:23,37%
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,18/08/2022 13:00:58,18/08/2022 13:56:37,13,Refund Customer,55.66,20.46,18/08/2022 13:36:10,37%
"San Francisco, USA",Invoice Processor,Vendor4,190.83,Aiden,14/07/2022 17:29:05,14/07/2022 18:42:51,130,Re-issuing the invoice,73.76,27.12,14/07/2022 18:15:43,37%
"San Francisco, USA",Invoice Processor,Vendor4,190.83,Aiden,14/07/2022 15:31:25,14/07/2022 17:29:05,130,Refund Customer,117.66,43.26,14/07/2022 16:45:49,37%
"San Francisco, USA",start,Vendor4,190.83,Aiden,14/07/2022 10:09:51,14/07/2022 10:09:51,130,start,0,0,14/07/2022 10:09:51,0%
"San Francisco, USA",Invoice Processor,Vendor4,190.83,Aiden,14/07/2022 10:09:51,14/07/2022 12:09:06,130,Invoice Entry,119.26,43.85,14/07/2022 11:25:15,37%
"San Francisco, USA",Invoice Processor,Vendor4,190.83,Aiden,14/07/2022 12:09:06,14/07/2022 13:55:46,130,Check Customer Payment,106.66,39.21,14/07/2022 13:16:33,37%
"San Francisco, USA",Invoice Processor,Vendor4,190.83,Aiden,14/07/2022 13:55:46,14/07/2022 15:31:25,130,Credit Memo Entry,95.66,35.17,14/07/2022 14:56:15,37%
"San Francisco, USA",Invoice Processor,Vendor2,2549.04,Aiden,26/08/2022 9:59:23,26/08/2022 11:29:31,131,Credit Memo Creation,90.13,33.14,26/08/2022 10:56:23,37%
